Video,Owner,Keep video Y/N,Notes,Interesting time-ranges,Static Camera Y/N,Useful for Vanguard Y/N,Link
week_2021_08_02/2021_08_04/person_pathing_0860_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0860_600000-900000.mp4
week_2021_08_02/2021_08_04/person_pathing_0864_899999-1199999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0864_899999-1199999.mp4
week_2021_08_02/2021_08_04/person_pathing_0872_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0872_300000-600000.mp4
week_2021_08_02/2021_08_04/person_pathing_0882_1500000-1800000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0882_1500000-1800000.mp4
week_2021_08_02/2021_08_04/person_pathing_0882_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0882_900000-1200000.mp4
week_2021_08_02/2021_08_04/person_pathing_0885_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0885_1200000-1500000.mp4
week_2021_08_02/2021_08_04/person_pathing_0892_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0892_600000-900000.mp4
week_2021_08_02/2021_08_04/person_pathing_0893_599999-899999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0893_599999-899999.mp4
week_2021_08_02/2021_08_04/person_pathing_0893_899999-1199999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0893_899999-1199999.mp4
week_2021_08_02/2021_08_04/person_pathing_0895_1800000-2100000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_04/person_pathing_0895_1800000-2100000.mp4
week_2021_08_02/2021_08_05/person_pathing_0899_1199998-1292300.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0899_1199998-1292300.mp4
week_2021_08_02/2021_08_05/person_pathing_0905_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0905_0-300000.mp4
week_2021_08_02/2021_08_05/person_pathing_0915_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0915_300000-600000.mp4
week_2021_08_02/2021_08_05/person_pathing_0920_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0920_0-300000.mp4
week_2021_08_02/2021_08_05/person_pathing_0922_2400000-2700000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0922_2400000-2700000.mp4
week_2021_08_02/2021_08_05/person_pathing_0927_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0927_1200000-1500000.mp4
week_2021_07_19/2021_07_22/Person Pathing 309_1500000-1800000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 309_1500000-1800000.mp4
week_2021_07_19/2021_07_22/Person Pathing 309_3900000-4200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 309_3900000-4200000.mp4
week_2021_07_19/2021_07_22/Person Pathing 309_5100000-5400000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 309_5100000-5400000.mp4
week_2021_07_19/2021_07_22/Person Pathing 310_1499998-1799998.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 310_1499998-1799998.mp4
week_2021_07_19/2021_07_22/Person Pathing 310_2999997-3299997.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 310_2999997-3299997.mp4
week_2021_07_19/2021_07_22/Person Pathing 310_300000-599999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 310_300000-599999.mp4
week_2021_07_19/2021_07_22/Person Pathing 310_3299997-3599996.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 310_3299997-3599996.mp4
week_2021_07_19/2021_07_22/Person Pathing 313_1199990-1499998.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 313_1199990-1499998.mp4
week_2021_07_19/2021_07_22/Person Pathing 314_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 314_0-300000.mp4
week_2021_07_19/2021_07_22/Person Pathing 314_2400000-2700000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 314_2400000-2700000.mp4
week_2021_07_19/2021_07_22/Person Pathing 314_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 314_600000-900000.mp4
week_2021_07_19/2021_07_22/Person Pathing 314_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 314_900000-1200000.mp4
week_2021_07_19/2021_07_22/Person Pathing 315_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 315_600000-900000.mp4
week_2021_07_19/2021_07_22/Person Pathing 320.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 320.mp4
week_2021_07_19/2021_07_22/Person Pathing 321_599994-900011.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 321_599994-900011.mp4
week_2021_07_19/2021_07_22/Person Pathing 322_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_07_19/2021_07_22/Person Pathing 322_0-300000.mp4
week_2021_08_02/2021_08_05/person_pathing_0928_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0928_900000-1200000.mp4
week_2021_08_02/2021_08_05/person_pathing_0930_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0930_300000-600000.mp4
week_2021_08_02/2021_08_05/person_pathing_0938_2399998-2699997.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0938_2399998-2699997.mp4
week_2021_08_02/2021_08_05/person_pathing_0938_2699997-2999997.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0938_2699997-2999997.mp4
week_2021_08_02/2021_08_05/person_pathing_0950_4199987-4499995.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0950_4199987-4499995.mp4
week_2021_08_02/2021_08_05/person_pathing_0950_899982-1199990.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0950_899982-1199990.mp4
week_2021_08_02/2021_08_05/person_pathing_0953_300000-570667.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0953_300000-570667.mp4
week_2021_08_02/2021_08_05/person_pathing_0958_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_05/person_pathing_0958_0-300000.mp4
week_2021_08_02/2021_08_06/person_pathing_0966_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0966_300000-600000.mp4
week_2021_08_02/2021_08_06/person_pathing_0968_2100000-2400000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0968_2100000-2400000.mp4
week_2021_08_02/2021_08_06/person_pathing_0968_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0968_900000-1200000.mp4
week_2021_08_02/2021_08_06/person_pathing_0970_300000-599999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0970_300000-599999.mp4
week_2021_08_02/2021_08_06/person_pathing_0980_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0980_900000-1200000.mp4
week_2021_08_02/2021_08_06/person_pathing_0990_2100000-2400000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0990_2100000-2400000.mp4
week_2021_08_02/2021_08_06/person_pathing_0990_3600000-3900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0990_3600000-3900000.mp4
week_2021_08_02/2021_08_06/person_pathing_0997_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_0997_300000-600000.mp4
week_2021_08_02/2021_08_06/person_pathing_1005_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1005_900000-1200000.mp4
week_2021_08_02/2021_08_06/person_pathing_1015_3000000-3300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1015_3000000-3300000.mp4
week_2021_08_02/2021_08_06/person_pathing_1019_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1019_0-300000.mp4
week_2021_08_02/2021_08_06/person_pathing_1019_2700000-3000000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1019_2700000-3000000.mp4
week_2021_08_02/2021_08_06/person_pathing_1019_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1019_300000-600000.mp4
week_2021_08_02/2021_08_06/person_pathing_1019_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1019_600000-900000.mp4
week_2021_08_09/2021_08_09/person_pathing_1040_300000-474073.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1040_300000-474073.mp4
week_2021_08_09/2021_08_09/person_pathing_1041_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1041_600000-900000.mp4
week_2021_08_09/2021_08_09/person_pathing_1042_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1042_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1043_1500000-1800000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1043_1500000-1800000.mp4
week_2021_08_09/2021_08_09/person_pathing_1051_3900000-4200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1051_3900000-4200000.mp4
week_2021_08_09/2021_08_09/person_pathing_1051_5100000-5212713.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1051_5100000-5212713.mp4
week_2021_08_09/2021_08_09/person_pathing_1052_1200000-1500000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1052_1200000-1500000.mp4
week_2021_08_09/2021_08_09/person_pathing_1058_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1058_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1066_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1066_900000-1200000.mp4
week_2021_08_09/2021_08_09/person_pathing_1069_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1069_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1072_1800000-1942067.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1072_1800000-1942067.mp4
week_2021_08_09/2021_08_09/person_pathing_1079_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1079_300000-600000.mp4
week_2021_08_09/2021_08_09/person_pathing_1085_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1085_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1086_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1086_900000-1200000.mp4
week_2021_08_09/2021_08_09/person_pathing_1087_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1087_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1089_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1089_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1094_1800000-2100000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1094_1800000-2100000.mp4
week_2021_08_09/2021_08_10/person_pathing_1094_2400000-2700000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1094_2400000-2700000.mp4
week_2021_08_09/2021_08_10/person_pathing_1095_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1095_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1098_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1098_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1098_2100000-2400000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1098_2100000-2400000.mp4
week_2021_08_09/2021_08_10/person_pathing_1102_600000-900000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1102_600000-900000.mp4
week_2021_08_09/2021_08_10/person_pathing_1103_4199996-4499995.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1103_4199996-4499995.mp4
week_2021_08_09/2021_08_10/person_pathing_1104_1499999-1799998.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1104_1499999-1799998.mp4
week_2021_08_09/2021_08_10/person_pathing_1104_1799998-2099998.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1104_1799998-2099998.mp4
week_2021_08_09/2021_08_10/person_pathing_1104_899999-1199999.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1104_899999-1199999.mp4
week_2021_08_09/2021_08_10/person_pathing_1105_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1105_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1106_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1106_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1108_2400000-2700000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1108_2400000-2700000.mp4
week_2021_08_09/2021_08_10/person_pathing_1108_900000-1200000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1108_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1109_300000-600000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1109_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1110_0-300000.mp4,Alessandro,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1110_0-300000.mp4
